family,comparison,metric,calibrator,model,n,med_a,med_b,med_diff,p,p_adj,sig,rbc,magnitude,note,wins,losses,ties
H1,deep_ensemble_m10 vs single_mlp,cal_brier_score,none,,36,0.13300596177577972,0.13891846686601633,-0.00638762582093476,8.934875950217247e-09,3.4846016205847263e-07,True,-0.9429429429429429,large,raw model comparison,3,33,0
H1,mc_dropout vs single_mlp,cal_nll,none,,36,0.2573724091053009,0.24763847887516022,-0.00015854835510253906,0.6693764294905122,1.0,False,-0.08408408408408409,small,raw model comparison,17,19,0
H1,mc_dropout vs single_mlp,cal_ece_mean,none,,36,0.0275790565256702,0.02762454516287365,0.00030353671116220126,0.9814318742428441,1.0,False,0.006006006006006006,small,raw model comparison,19,17,0
H1,mc_dropout vs single_mlp,cal_brier_score,none,,36,0.14216023683547968,0.13891846686601633,-5.605584010478712e-05,0.7978891460807063,1.0,False,0.05105105105105105,small,raw model comparison,17,19,0
H2,temp vs raw,cal_nll,temp,lgbm,36,0.2009865418076515,0.20400285032497234,-0.0013793840186153844,0.0007638119859620929,0.02902485546655953,True,-0.6216216216216216,large,calibrator effect within model,9,27,0
H2,temp vs raw,cal_ece_mean,temp,lgbm,36,0.01783731614613985,0.030692086346412552,-0.005053364820735401,3.6395329516381025e-05,0.0017105804872699082,True,-0.7417417417417418,large,calibrator effect within model,8,28,0
H2,temp vs raw,cal_brier_score,temp,lgbm,36,0.1228731423616409,0.12426655853629326,-0.0007108900620993036,3.049665247090161e-05,0.0014638393186032772,True,-0.7477477477477478,large,calibrator effect within model,8,28,0
H2,logistic vs raw,cal_nll,logistic,lgbm,36,0.22141398753100044,0.20400285032497234,0.022001395441256552,1.2514647096395493e-09,8.63510649651289e-08,True,0.96996996996997,large,calibrator effect within model,34,2,0
H2,logistic vs raw,cal_ece_mean,logistic,lgbm,36,0.041022736173599,0.030692086346412552,0.012837576247242546,0.0007638119859620929,0.02902485546655953,True,0.6216216216216216,large,calibrator effect within model,28,8,0
H2,logistic vs raw,cal_brier_score,logistic,lgbm,36,0.1274828005967519,0.12426655853629326,0.003226741795262257,0.0007638119859620929,0.02902485546655953,True,0.6216216216216216,large,calibrator effect within model,29,7,0
H2,isotonic vs raw,cal_nll,isotonic,lgbm,36,0.23619962479165985,0.20400285032497234,0.04038777665661689,6.656715413555503e-06,0.00036611934774555266,True,0.7957957957957958,large,calibrator effect within model,30,6,0
H2,isotonic vs raw,cal_ece_mean,isotonic,lgbm,36,0.01865407154634255,0.030692086346412552,-0.00303674163330835,0.012674463505391032,0.3295360511401668,False,-0.47147147147147145,medium,calibrator effect within model,13,23,0
H2,isotonic vs raw,cal_brier_score,isotonic,lgbm,36,0.12330579469681095,0.12426655853629326,0.0002623284112069704,0.4793051333690528,1.0,False,0.13813813813813813,small,calibrator effect within model,20,16,0
H2,dirichlet vs raw,cal_nll,dirichlet,lgbm,36,0.20029384446216694,0.20400285032497234,-0.0020678373078190995,0.07973560818936676,1.0,False,-0.33633633633633636,medium,calibrator effect within model,12,24,0
H2,dirichlet vs raw,cal_ece_mean,dirichlet,lgbm,36,0.01546806902444335,0.030692086346412552,-0.0038170561294822575,0.0006687742134090513,0.026082194322953,True,-0.6276276276276276,large,calibrator effect within model,9,27,0
H2,dirichlet vs raw,cal_brier_score,dirichlet,lgbm,36,0.1231651072022327,0.12426655853629326,-0.0020011762420087,0.0005099171248730272,0.020906602119794115,True,-0.6396396396396397,large,calibrator effect within model,9,27,0
